거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"35,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,7,8,11215-87,58.43,,292,11215,8,,
"42,500",,2002,2017,자양로53길,00036,00000,11215,01,0,4112467,중곡동,0109,0009,11215,10100,1,삼성로얄,7,14,11215-123,84.53,,109-9,11215,4,,
"20,500",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,7,15,11215-88,48.46,,191-77,11215,5,,
"24,900",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,7,15,11215-100,55.87,,190-26,11215,5,,
"37,800",,2017,2017,동일로,00380,00000,11215,00,0,3000001,중곡동,0238,0006,11215,10100,1,한영해시안아파트,7,26,11215-4220,57.02,,238-6,11215,10,,
"44,900",,1997,2017,구의강변로3가길,00039,00000,11215,01,0,4112050,구의동,0587,0054,11215,10300,1,구의현대7단지현대홈타운,7,1,11215-27,59.97,,587-54,11215,4,,
"82,000",,2004,2017,구의강변로,00064,00000,11215,01,0,3104003,구의동,0589,0010,11215,10300,1,아크로리버,7,1,11215-106,150.6416,,589-10,11215,13,,
"64,400",,1992,2017,구의강변로,00042,00000,11215,01,0,3104003,구의동,0546,0007,11215,10300,1,구의강변우성아파트,7,3,11215-24,84.76,,546-7,11215,6,,
"42,500",,2003,2017,아차산로,00437,00000,11215,01,0,3000002,구의동,0244,0006,11215,10300,1,퓨전빌,7,3,11215-105,83.69,,244-6,11215,5,,
"82,500",,2004,2017,구의강변로,00064,00000,11215,01,0,3104003,구의동,0589,0010,11215,10300,1,아크로리버,7,6,11215-106,132.0263,,589-10,11215,7,,
"36,000",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,8,12,11215-85,84.98,,681,11215,21,,
"25,000",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,8,18,11215-100,55.87,,190-26,11215,5,,
"26,000",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,8,23,11215-100,55.87,,190-26,11215,3,,
"13,000",,2012,2017,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,8,25,11215-3170,15.69,,699,11215,5,,
"74,500",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,8,1,11215-25,84.91,,611,11215,11,,
"75,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,8,1,11215-33,84.99,,631-1,11215,20,,
"60,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,8,1,11215-33,59.82,,631-1,11215,17,,
"73,000",,2001,2017,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,8,2,11215-29,132.77,,199-18,11215,6,,
"85,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,8,2,11215-33,84.99,,631-1,11215,25,,
"58,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,8,2,11215-33,59.82,,631-1,11215,3,,
"36,500",,2017,2017,동일로,00380,00000,11215,00,0,3000001,중곡동,0238,0006,11215,10100,1,한영해시안아파트,9,1,11215-4220,58.1,,238-6,11215,3,,
"28,000",,2002,2017,자양로53길,00040,00000,11215,01,0,4112467,중곡동,0109,0013,11215,10100,1,삼성로얄2,9,4,11215-93,76.38,,109-13,11215,4,,
"53,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,9,8,11215-87,113.24,,292,11215,6,,
"24,000",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,9,13,11215-88,58.78,,191-77,11215,4,,
"40,000",,2002,2017,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,9,13,11215-95,84.79,,683,11215,6,,
"47,500",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,9,18,11215-87,84.6,,292,11215,7,,
"23,800",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,9,28,11215-100,55.9,,190-26,11215,1,,
"24,900",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,9,29,11215-100,55.87,,190-26,11215,1,,
"88,000",,2004,2017,구의강변로,00064,00000,11215,01,0,3104003,구의동,0589,0010,11215,10300,1,아크로리버,9,1,11215-106,132.0263,,589-10,11215,23,,
"65,000",,2010,2017,천호대로,00716,00000,11215,03,0,2000008,구의동,0663,0000,11215,10300,1,아차산포레안,9,1,11215-2912,84.76,,663,11215,6,,
"26,900",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,10,10,11215-100,55.87,,190-26,11215,4,,
"27,500",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,10,12,11215-85,59.82,,681,11215,5,,
"23,100",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,10,13,11215-88,57.85,,191-77,11215,1,,
"57,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,10,14,11215-87,113.24,,292,11215,12,,
"25,000",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,10,20,11215-100,55.87,,190-26,11215,5,,
"29,400",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,10,21,11215-85,59.82,,681,11215,7,,
"20,000",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,10,21,11215-88,48.5,,191-77,11215,3,,
"76,200",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,10,2,11215-33,84.99,,631-1,11215,6,,
"70,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,10,7,11215-33,84.99,,631-1,11215,1,,
"73,700",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,10,9,11215-25,84.75,,611,11215,21,,
"35,200",,2002,2017,용마산로2길,00045,00000,11215,01,0,4112395,중곡동,0090,0018,11215,10100,1,욱현,11,10,11215-90,70.71,,90-18,11215,4,,
"36,000",,2004,2017,천호대로119길,00016,00000,11215,01,0,4112508,중곡동,0120,0018,11215,10100,1,대광그린,11,12,11215-125,89.4,,120-18,11215,3,,
"33,800",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,11,18,11215-85,84.98,,681,11215,5,,
"24,850",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,11,18,11215-100,55.87,,190-26,11215,5,,
"31,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,11,24,11215-87,58.43,,292,11215,19,,
"82,500",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,11,1,11215-33,84.99,,631-1,11215,24,,
"70,500",,1994,2017,구의강변로,00094,00000,11215,00,,3104003,구의동,0610,0000,11215,10300,1,구의현대6단지,11,3,11215-26,84.92,,610,11215,16,,
"76,500",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,11,4,11215-25,84.88,,611,11215,21,,
"72,000",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,11,4,11215-25,84.75,,611,11215,2,,
"77,000",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,11,4,11215-25,84.75,,611,11215,5,,
"32,000",,2001,2017,긴고랑로,00125,00000,11215,01,0,3104006,중곡동,0062,0068,11215,10100,1,대영(62-68),12,1,11215-146,84.79,,62-68,11215,2,,
"21,600",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,12,2,11215-88,48.46,,191-77,11215,5,,
"36,000",,2002,2017,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,12,4,11215-95,78,,683,11215,12,,
"39,500",,2002,2017,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,12,11,11215-95,84.05,,683,11215,9,,
"26,750",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,12,12,11215-100,55.87,,190-26,11215,2,,
"44,500",,2003,2017,영화사로7길,00004,00000,11215,01,0,4112372,중곡동,0107,0004,11215,10100,1,삼보드림,12,13,11215-116,82.44,,107-4,11215,5,,
"49,500",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,12,15,11215-87,84.6,,292,11215,21,,
"85,000",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,12,4,11215-25,84.88,,611,11215,25,,
"81,000",,2006,2017,구의강변로,00102,00000,11215,01,0,3104003,구의동,0199,0023,11215,10300,1,현대13차폴라트리움,12,4,11215-2464,127.91,,199-23,11215,8,,
"37,000",,2001,2017,구의로,00052,00000,11215,01,0,3104004,구의동,0224,0007,11215,10300,1,신덕하이빌,12,4,11215-139,78.7,,224-7,11215,3,,
"35,900",,1998,2018,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,1,6,11215-85,84.98,,681,11215,14,,
"27,000",,1976,2018,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,1,8,11215-100,55.87,,190-26,11215,3,,
"22,500",,1976,2018,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,1,20,11215-88,48.46,,191-77,11215,2,,
"34,800",,2001,2018,긴고랑로,00125,00000,11215,01,0,3104006,중곡동,0062,0068,11215,10100,1,대영(62-68),1,24,11215-146,84.79,,62-68,11215,3,,
"45,000",,1996,2018,면목로,00127,00000,11215,01,0,3005027,중곡동,0231,0001,11215,10100,1,신성그랜드타워,1,26,11215-86,133.71,,231-1,11215,8,,
"45,500",,2004,2018,천호대로117길,00025,00000,11215,01,0,4112506,중곡동,0130,0001,11215,10100,1,그린트리,1,26,11215-122,84.3,,130-1,11215,5,,
"40,000",,2009,2018,용마산로1길,00048,00000,11215,01,0,4112381,중곡동,0130,0005,11215,10100,1,주성AURA,1,27,11215-2782,67.76,,130-5,11215,3,,
"48,000",,1999,2018,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,1,30,11215-87,84.6,,292,11215,7,,
"75,000",,2002,2018,구의강변로,00084,00000,11215,01,0,3104003,구의동,0658,0000,11215,10300,1,세양,1,2,11215-31,84.32,,658,11215,15,,
"78,000",,1994,2018,구의강변로,00094,00000,11215,00,,3104003,구의동,0610,0000,11215,10300,1,구의현대6단지,1,3,11215-26,84.84,,610,11215,13,,
"22,000",,1976,2018,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,2,5,11215-88,48.46,,191-77,11215,1,,
"30,500",,1998,2018,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,2,6,11215-85,59.82,,681,11215,11,,
"29,300",,1998,2018,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,2,10,11215-85,59.82,,681,11215,14,,
"26,000",,1976,2018,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,2,22,11215-100,55.87,,190-26,11215,5,,
"24,000",,1976,2018,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,2,23,11215-88,57.88,,191-77,11215,1,,
"26,000",,1976,2018,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,2,26,11215-100,55.87,,190-26,11215,5,,
"83,000",,2001,2018,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,2,1,11215-29,144.51,,199-18,11215,8,,
"125,000",,1997,2018,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,2,1,11215-33,183.87,,631-1,11215,16,,
"77,500",,1994,2018,구의강변로,00094,00000,11215,00,,3104003,구의동,0610,0000,11215,10300,1,구의현대6단지,2,2,11215-26,84.92,,610,11215,7,,
"75,000",,1997,2018,구의강변로3가길,00039,00000,11215,01,0,4112050,구의동,0587,0054,11215,10300,1,구의현대7단지현대홈타운,2,3,11215-27,84.99,,587-54,11215,4,,
"43,000",,2002,2018,용마산로1길,00084,00000,11215,01,0,4112381,중곡동,0133,0009,11215,10100,1,대영2동,3,12,11215-94,84.33,,133-9,11215,1,,
"26,600",,1976,2018,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,3,12,11215-100,55.87,,190-26,11215,4,,
"37,900",,2002,2018,자양로53길,00036,00000,11215,01,0,4112467,중곡동,0109,0009,11215,10100,1,삼성로얄,3,15,11215-123,84.84,,109-9,11215,5,,
"37,700",,1999,2018,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,3,22,11215-87,58.43,,292,11215,13,,
"49,000",,1999,2018,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,3,22,11215-87,84.6,,292,11215,4,,
"20,900",,1976,2018,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,3,26,11215-88,48.46,,191-77,11215,1,,
"29,500",,2002,2018,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,3,26,11215-95,84.76,,683,11215,8,,
"54,500",,1996,2018,면목로,00127,00000,11215,01,0,3005027,중곡동,0231,0001,11215,10100,1,신성그랜드타워,3,29,11215-86,154.08,,231-1,11215,5,,
"50,000",,2017,2018,동일로64길,00039,00000,11215,00,0,4112225,중곡동,0624,0019,11215,10100,1,테라팰리스중곡1,3,30,,71.803,,624-19,11215,4,,
"90,000",,1996,2018,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,3,1,11215-25,84.91,,611,11215,12,,
"39,500",,2018,2018,동일로,00429,00000,11215,00,0,3000001,중곡동,0186,0009,11215,10100,1,삼성베스트빌(31차),4,1,,45.08,,186-9,11215,5,,
"36,000",,2004,2018,천호대로119길,00016,00000,11215,01,0,4112508,중곡동,0120,0018,11215,10100,1,대광그린,4,6,11215-125,62.6,,120-18,11215,1,,
"49,000",,2017,2018,동일로64길,00039,00000,11215,00,0,4112225,중곡동,0624,0019,11215,10100,1,테라팰리스중곡1,4,10,,71.803,,624-19,11215,5,,
"57,000",,1999,2018,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,4,11,11215-87,113.24,,292,11215,10,,
"66,000",,2017,2018,동일로64길,00039,00000,11215,00,0,4112225,중곡동,0624,0019,11215,10100,1,테라팰리스중곡1,4,11,,64.279,,624-19,11215,7,,
"39,500",,2018,2018,동일로,00429,00000,11215,01,0,3000001,중곡동,0186,0009,11215,10100,1,삼성베스트빌(31차),4,23,,45.08,,186-9,11215,6,,
"41,000",,2018,2018,동일로,00429,00000,11215,00,0,3000001,중곡동,0186,0009,11215,10100,1,삼성베스트빌(31차),4,30,,47.24,,186-9,11215,4,,
"60,000",,1992,2018,구의강변로,00042,00000,11215,01,0,3104003,구의동,0546,0007,11215,10300,1,구의강변우성아파트,4,2,11215-24,84.76,,546-7,11215,5,,
"49,000",,2008,2018,광나루로44길,00040,00000,11215,01,0,4112034,구의동,0224,0001,11215,10300,1,하늘애,4,3,11215-2659,84.15,,224-1,11215,6,,
"99,500",,1997,2018,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,4,4,11215-33,84.99,,631-1,11215,23,,
"52,500",,1999,2018,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,5,12,11215-87,84.6,,292,11215,10,,
"27,500",,1976,2018,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,5,15,11215-100,55.87,,190-26,11215,5,,
"25,000",,1976,2018,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,5,29,11215-88,58.08,,191-77,11215,1,,
"35,000",,2002,2018,천호대로107길,00026,00000,11215,01,0,4112497,중곡동,0646,0010,11215,10100,1,광남캐스빌3차,5,29,11215-97,69.6,,646-10,11215,3,,
"13,200",,2012,2018,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,5,30,11215-3170,18.12,,699,11215,3,,
"25,800",,1976,2018,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,5,31,11215-88,57.88,,191-77,11215,3,,
"13,500",,2012,2018,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,5,31,11215-3170,18.12,,699,11215,5,,
"77,000",,2004,2018,강변역로4길,00034,00000,11215,01,0,4112003,구의동,0547,0000,11215,10300,1,강변현대하이엘,5,3,11215-141,117.92,,547,11215,19,,
"50,000",,2004,2018,자양로,00159,00000,11215,02,0,3104010,구의동,0254,0123,11215,10300,1,대영(1동),5,4,11215-129,82.51,,254-123,11215,5,,
"77,000",,2004,2018,강변역로4길,00034,00000,11215,01,0,4112003,구의동,0547,0000,11215,10300,1,강변현대하이엘,5,4,11215-141,154.15,,547,11215,10,,
"21,500",,1976,2018,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,6,7,11215-88,48.46,,191-77,11215,5,,
"38,000",,1999,2018,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,6,11,11215-87,58.43,,292,11215,20,,
"31,200",,1998,2018,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,6,17,11215-85,59.82,,681,11215,15,,
"28,000",,1976,2018,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,6,26,11215-100,55.87,,190-26,11215,4,,
"84,500",,2002,2018,구의강변로,00084,00000,11215,01,0,3104003,구의동,0658,0000,11215,10300,1,세양,6,1,11215-31,84.32,,658,11215,8,,
"77,000",,2010,2018,천호대로,00716,00000,11215,03,0,2000008,구의동,0663,0000,11215,10300,1,아차산포레안,6,4,11215-2912,84.76,,663,11215,9,,
"80,000",,2004,2018,강변역로4길,00034,00000,11215,01,0,4112003,구의동,0547,0000,11215,10300,1,강변현대하이엘,6,9,11215-141,133.81,,547,11215,13,,
"64,000",,2010,2018,천호대로,00716,00000,11215,03,0,2000008,구의동,0663,0000,11215,10300,1,아차산포레안,6,11,11215-2912,59.63,,663,11215,6,,
"39,000",,2011,2018,자양로,00304,00000,11215,02,0,3104010,구의동,0031,0009,11215,10300,1,동우아파트,6,11,11215-3019,67.435,,31-9,11215,3,,
"94,000",,1996,2018,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,6,12,11215-25,84.91,,611,11215,23,,
"32,500",,1998,2018,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,7,3,11215-85,59.82,,681,11215,20,,
"27,800",,1976,2018,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,7,8,11215-100,55.9,,190-26,11215,4,,
"44,000",,2002,2018,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,7,21,11215-95,84.79,,683,11215,10,,
"46,000",,2001,2018,구의강변로5길,00007,00000,11215,01,0,4112052,구의동,0657,0000,11215,10300,1,성동강변파크빌101(강변타워),7,5,11215-28,77.29,,657,11215,17,,
"45,000",,2001,2018,구의강변로5길,00007,00000,11215,01,0,4112052,구의동,0657,0000,11215,10300,1,성동강변파크빌101(강변타워),7,5,11215-28,59.1,,657,11215,2,,
"90,000",,1996,2018,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,7,6,11215-25,84.91,,611,11215,5,,
"69,500",,1997,2018,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,7,7,11215-33,59.82,,631-1,11215,25,,
"90,000",,2001,2018,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,7,11,11215-29,144.51,,199-18,11215,9,,
"89,000",,1996,2018,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,7,13,11215-25,84.91,,611,11215,20,,
"89,900",,1996,2018,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,7,14,11215-25,84.91,,611,11215,23,,
"41,000",,2018,2018,동일로,00429,00000,11215,00,0,3000001,중곡동,0186,0009,11215,10100,1,삼성베스트빌(31차),8,9,,47.24,,186-9,11215,8,,
"26,000",,2002,2018,긴고랑로,00149,00000,11215,01,0,3104006,중곡동,0068,0006,11215,10100,1,대영(68-6),8,11,11215-89,57.94,,68-6,11215,2,,
"33,900",,1995,2018,긴고랑로15길,00032,00000,11215,01,0,4112084,중곡동,0609,0000,11215,10100,1,삼민,8,15,11215-84,73.56,,609,11215,2,,
"61,850",,1999,2018,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,8,19,11215-87,113.24,,292,11215,16,,
"43,000",,2002,2018,용마산로1길,00084,00000,11215,01,0,4112381,중곡동,0133,0009,11215,10100,1,대영2동,8,19,11215-94,84.33,,133-9,11215,1,,
"39,000",,1998,2018,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,8,23,11215-85,84.98,,681,11215,10,,
"19,000",,1976,2018,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,8,29,11215-88,48.46,,191-77,11215,4,,
"39,000",,2007,2018,능동로48길,00049,00000,11215,01,0,4112164,중곡동,0035,0010,11215,10100,1,웰빙,8,29,11215-2487,83.43,,35-10,11215,2,,
"73,000",,1997,2018,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,8,4,11215-33,59.82,,631-1,11215,15,,
"57,000",,2009,2018,영화사로16길,00043,00000,11215,01,0,4112364,구의동,0662,0000,11215,10300,1,아차산한라아파트,8,4,11215-2781,76.65,,662,11215,3,,
"42,250",,2002,2018,영화사로,00058,00000,11215,01,0,3104008,중곡동,0109,0002,11215,10100,1,삼성로얄3,9,1,11215-91,83.07,,109-2,11215,4,,
"30,000",,1976,2018,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,9,7,11215-100,55.87,,190-26,11215,2,,
"33,100",,2002,2018,긴고랑로4길,00053,00000,11215,01,0,4112116,중곡동,0254,0012,11215,10100,1,호동,9,8,11215-96,69.36,,254-12,11215,2,,
"29,650",,1976,2018,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,9,22,11215-88,57.88,,191-77,11215,4,,
"72,000",,1997,2018,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,9,1,11215-33,59.82,,631-1,11215,29,,
"52,000",,2001,2018,구의강변로5길,00007,00000,11215,01,0,4112052,구의동,0657,0000,11215,10300,1,성동강변파크빌101(강변타워),9,2,11215-28,59.92,,657,11215,4,,
"48,500",,2003,2018,자양로48길,00016,00000,11215,01,0,4112458,구의동,0047,0003,11215,10300,1,선화아파트,9,2,11215-113,95.76,,47-3,11215,4,,
"90,000",,1994,2018,구의강변로,00094,00000,11215,00,,3104003,구의동,0610,0000,11215,10300,1,구의현대6단지,9,4,11215-26,84.84,,610,11215,11,,
"145,000",,1997,2018,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,9,4,11215-33,126.66,,631-1,11215,5,,
"106,000",,1997,2018,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,9,5,11215-33,84.99,,631-1,11215,26,,
